SHP_LG_ROUTE_ID;ID;PRO_ORIG_DE;PRO_ORIG_AT;DATA_PROMESSA;IMPACTO_DIT;PREFIXO
395981895;47236160205;2026-06-15;2026-06-21;2026-06-21;VENCIDO;R16_PM5
395981895;47240856075;2026-06-11;2026-06-12;2026-06-12;VENCIDO;R16_PM5
395981895;47244729955;2026-06-14;2026-06-20;2026-06-20;VENCIDO;R16_PM5
395981895;47255924419;2026-06-17;2026-06-19;2026-06-19;VENCIDO;R16_PM5
395981895;47256723226;2026-06-17;2026-06-21;2026-06-21;VENCIDO;R16_PM5
395981895;47259817126;2026-06-15;2026-06-16;2026-06-16;VENCIDO;R16_PM5
395981895;47264895974;2026-06-17;2026-06-21;2026-06-21;VENCIDO;R16_PM5
395981895;47269620586;2026-06-15;2026-06-20;2026-06-20;VENCIDO;R16_PM5
395981895;47269874410;2026-06-17;2026-06-21;2026-06-21;VENCIDO;R16_PM5
395981895;47269908803;2026-06-17;2026-06-21;2026-06-21;VENCIDO;R16_PM5
395981895;47272600843;2026-06-17;2026-06-21;2026-06-21;VENCIDO;R16_PM5
395981895;47272613938;2026-06-17;2026-06-21;2026-06-21;VENCIDO;R16_PM5
395981895;47276540517;2026-06-17;2026-06-21;2026-06-21;VENCIDO;R16_PM5
395981895;47277085501;2026-06-18;2026-06-20;2026-06-20;VENCIDO;R16_PM5
395981895;47281519555;2026-06-18;2026-06-21;2026-06-21;VENCIDO;R16_PM5
397019862;47125397160;2026-06-20;2026-06-22;2026-06-22;VENCIDO;>J21_PM7
397019862;47135358033;2026-06-20;2026-06-22;2026-06-22;VENCIDO;>J21_PM7
397019862;47221102767;2026-06-09;2026-06-10;2026-06-10;VENCIDO;>J21_PM7
397019862;47221102783;2026-06-17;2026-06-23;2026-06-23;VENCIDO;>J21_PM7
397019862;47234723268;2026-06-15;2026-06-21;2026-06-21;VENCIDO;>J21_PM7
397019862;47236799438;2026-06-17;2026-06-23;2026-06-23;VENCIDO;>J21_PM7
397019862;47237401641;2026-06-17;2026-06-23;2026-06-23;VENCIDO;>J21_PM7
397019862;47238419798;;;;;>J21_PM7
397019862;47240552871;2026-06-19;2026-06-25;2026-06-25;ON TIME;>J21_PM7
397019862;47240584728;2026-06-13;2026-06-15;2026-06-15;VENCIDO;>J21_PM7
397019862;47241948706;2026-06-16;2026-06-22;2026-06-22;VENCIDO;>J21_PM7
397019862;47245717906;2026-06-17;2026-06-23;2026-06-23;VENCIDO;>J21_PM7
397019862;47256218343;2026-06-18;2026-06-24;2026-06-24;VENCIDO;>J21_PM7
397019862;47256515298;2026-06-18;2026-06-24;2026-06-24;VENCIDO;>J21_PM7
397019862;47260282699;2026-06-18;2026-06-24;2026-06-24;VENCIDO;>J21_PM7
397019862;47261526156;2026-06-19;2026-06-21;2026-06-21;VENCIDO;>J21_PM7
397019862;47262608174;2026-06-17;2026-06-23;2026-06-23;VENCIDO;>J21_PM7
397019862;47263359994;2026-06-17;2026-06-23;2026-06-23;VENCIDO;>J21_PM7
397019862;47264070735;2026-06-17;2026-06-23;2026-06-23;VENCIDO;>J21_PM7
397019862;47266591153;2026-06-18;2026-06-22;2026-06-22;VENCIDO;>J21_PM7
397019862;47266591775;2026-06-19;2026-06-23;2026-06-23;VENCIDO;>J21_PM7
397019862;47266866834;2026-06-19;2026-06-23;2026-06-23;VENCIDO;>J21_PM7
397019862;47268001066;2026-06-17;2026-06-23;2026-06-23;VENCIDO;>J21_PM7
397019862;47268329832;2026-06-19;2026-06-23;2026-06-23;VENCIDO;>J21_PM7
397019862;47268518645;2026-06-17;2026-06-23;2026-06-23;VENCIDO;>J21_PM7
397019862;47268630761;2026-06-19;2026-06-23;2026-06-23;VENCIDO;>J21_PM7
397019862;47268706100;2026-06-17;2026-06-23;2026-06-23;VENCIDO;>J21_PM7
397019862;47269612979;2026-06-20;2026-06-22;2026-06-22;VENCIDO;>J21_PM7
397019862;47270173297;2026-06-17;2026-06-23;2026-06-23;VENCIDO;>J21_PM7
397019862;47270395912;2026-06-17;2026-06-23;2026-06-23;VENCIDO;>J21_PM7
397019862;47270841473;2026-06-17;2026-06-23;2026-06-23;VENCIDO;>J21_PM7
397019862;47271118030;2026-06-17;2026-06-23;2026-06-23;VENCIDO;>J21_PM7
397019862;47271851816;2026-06-17;2026-06-23;2026-06-23;VENCIDO;>J21_PM7
397019862;47272472641;2026-06-19;2026-06-23;2026-06-23;VENCIDO;>J21_PM7
397019862;47272749344;2026-06-19;2026-06-23;2026-06-23;VENCIDO;>J21_PM7
397019862;47273037222;2026-06-19;2026-06-20;2026-06-20;VENCIDO;>J21_PM7
397019862;47273085132;2026-06-20;2026-06-22;2026-06-22;VENCIDO;>J21_PM7
397019862;47275736423;2026-06-19;2026-06-21;2026-06-21;VENCIDO;>J21_PM7
397019862;47276345426;2026-06-18;2026-06-22;2026-06-22;VENCIDO;>J21_PM7
397019862;47276602937;2026-06-19;2026-06-21;2026-06-21;VENCIDO;>J21_PM7
397019862;47277900171;2026-06-18;2026-06-24;2026-06-24;VENCIDO;>J21_PM7
397019862;47278345187;2026-06-17;2026-06-23;2026-06-23;VENCIDO;>J21_PM7
397019862;47278345923;2026-06-19;2026-06-21;2026-06-21;VENCIDO;>J21_PM7
397019862;47278396445;2026-06-17;2026-06-23;2026-06-23;VENCIDO;>J21_PM7
397019862;47278563119;2026-06-17;2026-06-23;2026-06-23;VENCIDO;>J21_PM7
397019862;47278564468;2026-06-17;2026-06-23;2026-06-23;VENCIDO;>J21_PM7
397019862;47279005911;2026-06-19;2026-06-21;2026-06-21;VENCIDO;>J21_PM7
397019862;47279480518;2026-06-19;2026-06-21;2026-06-21;VENCIDO;>J21_PM7
397019862;47280531838;2026-06-20;2026-06-22;2026-06-22;VENCIDO;>J21_PM7
397019862;47280796682;2026-06-19;2026-06-23;2026-06-23;VENCIDO;>J21_PM7
397019862;47280889123;2026-06-20;2026-06-22;2026-06-22;VENCIDO;>J21_PM7
397019862;47280889417;2026-06-20;2026-06-22;2026-06-22;VENCIDO;>J21_PM7
397019862;47281165316;2026-06-20;2026-06-22;2026-06-22;VENCIDO;>J21_PM7
397019862;47281165526;2026-06-20;2026-06-22;2026-06-22;VENCIDO;>J21_PM7
397019862;47281165570;2026-06-20;2026-06-22;2026-06-22;VENCIDO;>J21_PM7
397019862;47281756159;2026-06-19;2026-06-24;2026-06-24;VENCIDO;>J21_PM7
397019862;47281946598;2026-06-19;2026-06-21;2026-06-21;VENCIDO;>J21_PM7
397019862;47282200339;2026-06-17;2026-06-23;2026-06-23;VENCIDO;>J21_PM7
397019862;47282860889;2026-06-19;2026-06-23;2026-06-23;VENCIDO;>J21_PM7
397019862;47282860991;2026-06-16;2026-06-22;2026-06-22;VENCIDO;>J21_PM7
397019862;47282999262;2026-06-20;2026-06-22;2026-06-22;VENCIDO;>J21_PM7
397019862;47283079576;2026-06-19;2026-06-21;2026-06-21;VENCIDO;>J21_PM7
397019862;47283091044;2026-06-19;2026-06-23;2026-06-23;VENCIDO;>J21_PM7
397034499;47283079181;2026-06-18;2026-06-24;2026-06-24;VENCIDO;J13_PM1
397034499;47283127561;2026-06-17;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47283213489;2026-06-18;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47283368576;2026-06-18;2026-06-24;2026-06-24;VENCIDO;J13_PM1
397034499;47283582952;2026-06-17;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47283828346;2026-06-17;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47284511202;2026-06-20;2026-06-24;2026-06-24;VENCIDO;J13_PM1
397034499;47284532436;2026-06-18;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47284561013;2026-06-18;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47284811534;2026-06-17;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47284848951;2026-06-17;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47285691168;2026-06-20;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47285718952;2026-06-17;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47285734211;2026-06-18;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47285783540;2026-06-17;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47285787306;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47286569631;2026-06-18;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47286569887;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47286792691;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47286838625;2026-06-17;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47287066130;2026-06-20;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47287304173;2026-06-19;2026-06-20;2026-06-20;VENCIDO;J13_PM1
397034499;47288417073;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47288851817;2026-06-17;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47288886925;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47288908001;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47289609789;2026-06-18;2026-06-24;2026-06-24;VENCIDO;J13_PM1
397034499;47289851276;2026-06-18;2026-06-24;2026-06-24;VENCIDO;J13_PM1
397034499;47289932499;2026-06-17;2026-06-19;2026-06-19;VENCIDO;J13_PM1
397034499;47289943363;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47290206767;2026-06-17;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47290643105;2026-06-17;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47290799349;2026-06-17;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47291010573;2026-06-19;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47291129986;2026-06-20;2026-06-24;2026-06-24;VENCIDO;J13_PM1
397034499;47291317654;2026-06-17;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47291635672;2026-06-19;2026-06-21;2026-06-21;VENCIDO;J13_PM1
397034499;47291907767;2026-06-20;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47292141435;2026-06-20;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47292213321;2026-06-20;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47292254415;2026-06-17;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47292293499;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47292353237;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47292354227;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47292433228;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47292569460;2026-06-17;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47292577533;2026-06-19;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47292585820;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47292892083;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47292928564;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47293177212;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47293240840;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47293467005;2026-06-27;2026-06-29;2026-06-29;EARLY;J13_PM1
397034499;47293811550;2026-06-18;2026-06-24;2026-06-24;VENCIDO;J13_PM1
397034499;47293930706;2026-06-18;2026-06-19;2026-06-19;VENCIDO;J13_PM1
397034499;47294042938;2026-06-18;2026-06-19;2026-06-19;VENCIDO;J13_PM1
397034499;47294596715;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47294601888;2026-06-20;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47295214642;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47295214803;2026-06-22;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47295551362;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47296481271;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47296593011;2026-06-18;2026-06-19;2026-06-19;VENCIDO;J13_PM1
397034499;47296614591;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47296719360;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47296739857;2026-06-19;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47296868222;2026-06-20;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47296868232;2026-06-20;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47297031619;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47297124995;2026-06-18;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47297551150;2026-06-17;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47297676123;2026-06-18;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47297851964;2026-06-20;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47298897172;2026-06-19;2026-06-21;2026-06-21;VENCIDO;J13_PM1
397034499;47298950306;2026-06-18;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47298950328;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47299073600;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47299259154;2026-06-23;2026-06-25;2026-06-25;ON TIME;J13_PM1
397034499;47299469682;2026-06-22;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47299770548;2026-06-19;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47300235946;2026-06-18;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47300805473;2026-06-22;2026-06-24;2026-06-24;VENCIDO;J13_PM1
397034499;47300863103;2026-06-18;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47300914175;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47300927976;2026-06-17;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47301093270;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47301243858;2026-06-20;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47301310024;2026-06-18;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47301358858;2026-06-17;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47301726996;2026-06-18;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47302763823;2026-06-20;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47302797227;2026-06-20;2026-06-21;2026-06-21;VENCIDO;J13_PM1
397034499;47302797247;2026-06-20;2026-06-21;2026-06-21;VENCIDO;J13_PM1
397034499;47302797295;2026-06-20;2026-06-21;2026-06-21;VENCIDO;J13_PM1
397034499;47302797311;2026-06-20;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47302797319;2026-06-20;2026-06-21;2026-06-21;VENCIDO;J13_PM1
397034499;47302797431;2026-06-20;2026-06-21;2026-06-21;VENCIDO;J13_PM1
397034499;47302797449;2026-06-20;2026-06-21;2026-06-21;VENCIDO;J13_PM1
397034499;47302797467;2026-06-20;2026-06-21;2026-06-21;VENCIDO;J13_PM1
397034499;47302869471;2026-06-20;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47302911079;2026-06-20;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47303046313;2026-06-20;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47303072948;2026-06-20;2026-06-21;2026-06-21;VENCIDO;J13_PM1
397034499;47303108618;2026-06-20;2026-06-21;2026-06-21;VENCIDO;J13_PM1
397034499;47303124747;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47303149412;2026-06-20;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47303192878;2026-06-20;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47303549296;2026-06-19;2026-06-21;2026-06-21;VENCIDO;J13_PM1
397034499;47303549320;2026-06-20;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47303643607;2026-06-20;2026-06-24;2026-06-24;VENCIDO;J13_PM1
397034499;47303862948;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47304017193;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47304036523;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47304117066;2026-06-20;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47304171183;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47304237902;2026-06-20;2026-06-24;2026-06-24;VENCIDO;J13_PM1
397034499;47304335333;2026-06-21;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47304357673;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47304416141;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47304458445;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47304681342;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47304715007;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47304877154;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47305056064;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47305394066;2026-06-19;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47306240136;2026-06-20;2026-06-24;2026-06-24;VENCIDO;J13_PM1
397034499;47306295420;2026-06-20;2026-06-24;2026-06-24;VENCIDO;J13_PM1
397034499;47310050963;2026-06-20;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47310152794;2026-06-20;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47310363994;2026-06-20;2026-06-22;2026-06-22;VENCIDO;J13_PM1
397034499;47311331017;2026-06-22;2026-06-23;2026-06-23;VENCIDO;J13_PM1
397034499;47311429562;2026-06-20;2026-06-24;2026-06-24;VENCIDO;J13_PM1
397034499;47311480771;;;;;J13_PM1
397034499;47311480791;;;;;J13_PM1
397034499;47311760595;2026-06-22;2026-06-26;2026-06-26;EARLY;J13_PM1
397034499;47312630376;2026-06-22;;2026-06-22;VENCIDO;J13_PM1
397034499;47313451320;2026-06-22;2026-06-24;2026-06-24;VENCIDO;J13_PM1
397034499;47317931688;2026-06-22;;2026-06-22;VENCIDO;J13_PM1
397034499;47320952539;2026-07-03;2026-07-05;2026-07-05;EARLY;J13_PM1
397034499;47326451497;2026-06-25;2026-06-26;2026-06-26;EARLY;J13_PM1
397034499;47326587289;2026-06-20;;2026-06-20;VENCIDO;J13_PM1
397034499;47328920025;2026-06-22;2026-06-24;2026-06-24;VENCIDO;J13_PM1
397219635;47283044483;2026-06-21;2026-06-23;2026-06-23;VENCIDO;>H23_PM1
397219635;47283310433;2026-06-18;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47283310457;2026-06-18;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47284170847;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47284383545;2026-06-18;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47284383691;2026-06-18;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47284666374;2026-06-18;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47285027544;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47286156590;2026-06-19;2026-06-25;2026-06-25;ON TIME;>H23_PM1
397219635;47287496977;2026-06-21;2026-06-23;2026-06-23;VENCIDO;>H23_PM1
397219635;47287726724;2026-06-21;2026-06-23;2026-06-23;VENCIDO;>H23_PM1
397219635;47287865213;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47288511569;2026-06-18;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47288525932;2026-06-19;2026-06-23;2026-06-23;VENCIDO;>H23_PM1
397219635;47288555729;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47288652131;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47289899721;2026-06-18;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47290452431;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47291529079;2026-06-19;2026-06-25;2026-06-25;ON TIME;>H23_PM1
397219635;47291529095;2026-06-22;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47291679469;2026-06-21;2026-06-25;2026-06-25;ON TIME;>H23_PM1
397219635;47292121513;2026-06-17;2026-06-22;2026-06-22;VENCIDO;>H23_PM1
397219635;47292263364;2026-06-17;2026-06-23;2026-06-23;VENCIDO;>H23_PM1
397219635;47293065261;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47293558262;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47294201613;2026-06-18;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47295087272;2026-06-18;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47296848827;2026-06-22;2026-06-23;2026-06-23;VENCIDO;>H23_PM1
397219635;47297262010;2026-06-21;2026-06-25;2026-06-25;ON TIME;>H23_PM1
397219635;47297429644;2026-06-21;2026-06-23;2026-06-23;VENCIDO;>H23_PM1
397219635;47297801312;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47298003036;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47298152758;2026-06-18;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47298470913;2026-06-18;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47298470941;2026-06-18;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47300945497;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47301300086;2026-06-19;2026-06-23;2026-06-23;VENCIDO;>H23_PM1
397219635;47302530699;2026-06-18;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47302538539;2026-06-18;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47302671419;2026-06-18;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47302778559;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47302814358;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47302899600;2026-06-18;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47302938588;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47302976858;2026-06-19;2026-06-25;2026-06-25;ON TIME;>H23_PM1
397219635;47303143821;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47303300850;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47303547477;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47303822426;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47303961301;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47304088996;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47304215144;2026-06-18;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47304549338;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47304669635;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47305188613;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47305294375;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47305384727;2026-06-18;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47305390877;2026-07-12;2026-07-14;2026-07-14;EARLY;>H23_PM1
397219635;47305481296;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47305874132;2026-06-21;2026-06-25;2026-06-25;ON TIME;>H23_PM1
397219635;47305906259;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47306015468;2026-06-19;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47306059231;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47306305467;2026-06-21;2026-06-23;2026-06-23;VENCIDO;>H23_PM1
397219635;47306598301;2026-06-22;2026-06-25;2026-06-25;ON TIME;>H23_PM1
397219635;47306696274;2026-06-21;2026-06-23;2026-06-23;VENCIDO;>H23_PM1
397219635;47306916882;2026-06-21;2026-06-25;2026-06-25;ON TIME;>H23_PM1
397219635;47307023532;2026-06-21;2026-06-25;2026-06-25;ON TIME;>H23_PM1
397219635;47307746801;2026-06-21;2026-06-23;2026-06-23;VENCIDO;>H23_PM1
397219635;47307881197;2026-06-21;2026-06-23;2026-06-23;VENCIDO;>H23_PM1
397219635;47308043445;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47308433882;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47308921828;2026-06-21;2026-06-25;2026-06-25;ON TIME;>H23_PM1
397219635;47309408727;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47309415643;2026-06-21;2026-06-26;2026-06-26;EARLY;>H23_PM1
397219635;47309532266;2026-06-21;2026-06-26;2026-06-26;EARLY;>H23_PM1
397219635;47309554267;2026-06-22;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47309554312;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47309683110;2026-06-19;2026-06-25;2026-06-25;ON TIME;>H23_PM1
397219635;47309683272;2026-06-21;2026-06-23;2026-06-23;VENCIDO;>H23_PM1
397219635;47309915222;2026-06-21;2026-06-27;2026-06-27;EARLY;>H23_PM1
397219635;47310045608;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47310073050;2026-06-22;2026-06-23;2026-06-23;VENCIDO;>H23_PM1
397219635;47310323172;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47310813765;2026-06-22;2026-06-23;2026-06-23;VENCIDO;>H23_PM1
397219635;47310853691;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47311381368;2026-06-18;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47311412489;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47311928145;2026-06-22;2026-06-23;2026-06-23;VENCIDO;>H23_PM1
397219635;47311928169;2026-06-22;2026-06-23;2026-06-23;VENCIDO;>H23_PM1
397219635;47311940705;2026-06-20;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47312115284;2026-06-22;2026-06-24;2026-06-24;VENCIDO;>H23_PM1
397219635;47312133125;2026-06-21;2026-06-25;2026-06-25;ON TIME;>H23_PM1
397219635;47312136802;2026-06-22;2026-06-26;2026-06-26;EARLY;>H23_PM1
397219635;47312139143;2026-06-21;2026-06-25;2026-06-25;ON TIME;>H23_PM1
